"id","title","description","availability","condition","price","link","image_link","brand","google_product_category"
"HK001","Peluche Hello Kitty con corazón 25cm","Hello Kitty, corazón, regalo romántico, kawaii","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=HK001","https://dl.dropboxusercontent.com/scl/fi/r5qf4in2lkq8v9o1zb9u4/HK001.jpg?rlkey=q2luhjkdhzxnk95u2xxwn1mas&st=8ywd86d0&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"7017G856","Peluche koala con chalina roja 21cm","koala, chalina roja, regalo navideño, tierno","in stock","new","12.90 PEN","https://www.woolyimports.com/catalogo/producto.html?id=7017G856","https://dl.dropboxusercontent.com/scl/fi/so5iaf4e5002n698hehxa/7017G856.jpg?rlkey=wacly2fvzrtyhj7qdc56e3ubp&st=03jxurte&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"OS002","Peluche oso con corazón y letra nacional 15cm","oso corazón, regalo amor, romántico, detalle especial","in stock","new","9.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=OS002","https://dl.dropboxusercontent.com/scl/fi/q1t8ipvk34ygn3dn58slx/OS002.jpg?rlkey=xjenh72uof48bnys7oucr3lbz&st=57j5qt9g&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"Llszbookm","Peluche Hello Kitty con vestido nacional 28cm","Hello Kitty vestido, regalo kawaii, colección","in stock","new","35.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=Llszbookm","https://dl.dropboxusercontent.com/scl/fi/cc2qjzwr9y8db0n3q7apr/Llszbookm.jpg?rlkey=kmw9kdipviuvfts9ixzhl5yhf&st=y00rzzg2&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"70MKL2417","Peluche Gata Marie 20cm","Gata Marie, Disney, kawaii, regalo bonito","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=70MKL2417","https://dl.dropboxusercontent.com/scl/fi/5sadb8j13o03g7bxymkxy/GM001.jpg?rlkey=7lmq583jzokjhgr8dfhu4ja4z&st=ijiz8k33&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"MN001","Peluche monita con moño 20cm","monita, moño, kawaii, regalo bonito","in stock","new","14.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=MN001","https://dl.dropboxusercontent.com/scl/fi/55hzfgjjfvxnoqh6m1ywi/MN001.jpg?rlkey=aawcwp12xik5bjv2qfkx7nx6c&st=i6swgm8v&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"eb8zmji90","Peluche conejo con vestido brillante 22cm","conejo vestido, elegante, kawaii, regalo tierno","in stock","new","13.50 PEN","https://www.woolyimports.com/catalogo/producto.html?id=eb8zmji90","https://dl.dropboxusercontent.com/scl/fi/bvaskecedc17ugj5quffu/eb8zmji90.jpg?rlkey=35y3eji4jq2ph7khmtw36lj17&st=soemxg51&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"CN001","Peluche conejo con corazón 25cm","conejo corazón, regalo romántico, tierno","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CN001","https://dl.dropboxusercontent.com/scl/fi/rnix71dajyu17xw149rtt/CN001.jpg?rlkey=dpjcekhphmfcl870gzf4b1e9w&st=quoqbbai&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"HK002","Peluche Hello Kitty con vestido rojo 35cm","Hello Kitty rojo, kawaii, regalo especial","in stock","new","45.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=HK002","https://dl.dropboxusercontent.com/scl/fi/gw0blx79mx2hqxaf7ou0u/HK002.jpg?rlkey=gzw5avvvunb6rtg8i20xn5fie&st=sx0co7qz&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"70Ba-6335","Peluche chancho con collar 25cm","chancho collar, kawaii, peluche bonito","in stock","new","13.90 PEN","https://www.woolyimports.com/catalogo/producto.html?id=70Ba-6335","https://dl.dropboxusercontent.com/scl/fi/izhigbl0ie2qs2jr9hedj/70Baz06335.jpg?rlkey=pud6bsisk4tc1ceoicuh63y1i&st=eqyp6ug6&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"70PLO30","Peluche Lotso echado 35cm","Lotso acostado, oso rosa, regalo bonito","in stock","new","35.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=70PLO30","https://dl.dropboxusercontent.com/scl/fi/qwk9qibh8ra27tgvxfqik/70PLO30.jpg?rlkey=vskbslh9ppo5156cizxewhn83&st=319go8gp&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"LO0023CM","Peluche Lotso echado chico 20cm","Lotso pequeño, colección, kawaii","in stock","new","19.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=LO0023CM","https://dl.dropboxusercontent.com/scl/fi/u0svhvd9bsymcnyj2kwdd/LO0023CM.jpg?rlkey=7rvvwjjndioerrhh06go3768y&st=xydz2h59&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"MKL036D","Peluche oso Teddy con chompa 24CM","Teddy chompa, regalo invierno, peluche suave","in stock","new","17.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=MKL036D","https://dl.dropboxusercontent.com/scl/fi/l1qoc833zzovb5ps9z5xy/MKL036D.jpg?rlkey=kqrgyx4gkg7q1pljxsy56wy3b&st=xojm35pl&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"BAZ2417","Peluche Gata Marie soñadora 24CM","Gata Marie soñadora, Disney, kawaii","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=BAZ2417","https://dl.dropboxusercontent.com/scl/fi/08oc9o5ubg8xnjafxlw81/BAZ2417.jpg?rlkey=cnysmqudo56v4ipjbvxshyuzn&st=uyrkg7ve&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"labu001","Peluche Labubu disfrazado 22cm","Labubu, colección, tendencia, kawaii","in stock","new","9.90 PEN","https://www.woolyimports.com/catalogo/producto.html?id=labu001","https://dl.dropboxusercontent.com/scl/fi/xdloxhzrne4c5lx3h6jgx/labu001.jpg?rlkey=nrcrmxe3gc6webrk2zsbl99jk&st=8x2gj43n&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"7017W014","Peluche Stitch y Ángel corazón 25cm","Stitch corazón, Disney, regalo pareja","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=7017W014","https://dl.dropboxusercontent.com/scl/fi/8jgmfljbj3qt9i7ouslsf/7017W014.jpg?rlkey=r6x8glpl4dydwkbsco1x3abl1&st=adqc60t0&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"G2753","Peluche panda kawaii 20cm","panda kawaii, regalo bonito, tierno","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=G2753","https://dl.dropboxusercontent.com/scl/fi/2wc6jsicb7szr5k2fc6y8/G2753.jpg?rlkey=ndauc2q9xsp4hmcfsp37p1cvt&st=kh2wvrxf&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"G2752","Peluche panda ramo 21cm","panda ramo, regalo romántico, detalle especial","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=G2752","https://dl.dropboxusercontent.com/scl/fi/xr881k81u6s0u3o6nnmvt/G2752.jpg?rlkey=eyjfqx9iuuudtbicvlzn46fsk&st=xzytz1h0&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"JyPsSyDwK","Peluche oso con chompa corazon importado 25cm","oso importado, premium, regalo elegante","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=JyPsSyDwK","https://dl.dropboxusercontent.com/scl/fi/chixulppljo62r154wwgg/JyPsSyDwK.jpg?rlkey=5fxm2raygmc1yj6kklmptfuka&st=7pc63dex&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"ppbfutb0l","Peluche Snoopy nacional futbolero 25cm","perro fútbol, futbolero, regalo niño","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=ppbfutb0l","https://dl.dropboxusercontent.com/scl/fi/4j6jjcjwpuj9hwx520lea/ppbfutb0l.jpg?rlkey=x7fymupsxzvqnl55lkz4c50ei&st=efy4cdqr&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PSNCHO","Peluche Snoopy con chompa 25cm","Snoopy chompa, invierno, regalo kawaii","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PSNCHO","https://dl.dropboxusercontent.com/scl/fi/gqs89p9d6nc8kkfafam6l/PSNCHO.jpg?rlkey=zlg7k7mmva1yxme995sqdcjp1&st=wk7l823m&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PGFP220","Peluche Gato Fucifer 20cm","Peluche gato lucifer en 2 colores negro y rosado","in stock","new","20.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PGFP220","https://dl.dropboxusercontent.com/scl/fi/v2g7d6q3voy1zv2dk1moo/PGFP220.jpg?rlkey=aokmrz1cpiaf20rbih3mg7zi2&st=pfawg4fq&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PPINPA25","pinguino con pañuelo en el cuello 25cm","pinguino con pañuelo en el cuello color pastel rosa y celeste","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PPINPA25","https://dl.dropboxusercontent.com/scl/fi/58jeo5gzxgb64kvolu8m2/PPINPA25.jpg?rlkey=ujwgu5kkvn9lyjzlgst12n708&st=xlool6di&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PGGLD17","Peluche Gato Garfield 17cm","Peluche gato garfield amarillo ojos kawai","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PGGLD17","https://dl.dropboxusercontent.com/scl/fi/1hjxrbbo5okmopu6vj79l/GL061.jpg?rlkey=1bgs2gu67bc2bily3shfsczi9&st=9sq1e81y&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PGOK36","Peluche Gato Kawai 21cm","Peluche gato con ojos kawai negro y plomo","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PGOK36","https://dl.dropboxusercontent.com/scl/fi/lfmxhwcqt7suzrach4rgr/PGOK36.jpg?rlkey=pj2wws5qdcwmicf45alu30v1o&st=s59w4gcx&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PSCHAG25","Peluche Stich y angela abrazados 25cm","Peluche de stich y angela abrazados con corazon","in stock","new","16.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PSCHAG25","https://dl.dropboxusercontent.com/scl/fi/8h4agnto7v80iekk22l5k/PSCHAG25.jpg?rlkey=xxqa6s9pfx4wp04coe8nhsgxl&st=emf92p8j&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"G1617","Peluche vaquita con vestido 25cm","Peluche vaquita kawai con vestido rosa y jade","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=G1617","https://dl.dropboxusercontent.com/scl/fi/bakjbiafasbud4cpo1eh1/G1617.jpg?rlkey=1d82cuhhzvfx6x5whhxrwnbzl&st=0stflad1&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"POSTED23","Peluche Oso teddy Ejecutivo 23cm","Peluche oso teddy con polo azul, verde lima con corbata","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=POSTED23","https://dl.dropboxusercontent.com/scl/fi/lfljdyx0mxbxsn4hj5rt8/POSTED23.jpg?rlkey=vbfdbk3x2gitxqy04n4z0x54j&st=yjlbibsr&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PSNCH20","Peluche snoopy con chalina y flor 20cm","peluche snoopy con chalina roja agarrando una flor","in stock","new","25.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PSNCH20","https://dl.dropboxusercontent.com/scl/fi/qgw3o4ia7pjx54rs2jqj1/PSNCH20.jpg?rlkey=3kiadyotehmfjybd0oc7pp1ao&st=4336bn8y&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"POSROS20","Peluche osita con falda con rosa 20cm","peluche osita con faldita roja agarrando una rosa","in stock","new","9.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=POSROS20","https://dl.dropboxusercontent.com/scl/fi/towoxglg78hq3rprepusv/POSROS20.jpg?rlkey=72y2abk14gi9l2ff1cchlv9y6&st=irnyotxv&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PPATPA22","peluche pato con pañueleta en el cuello 22cm","peluche pato con pañueleta en el cuello","in stock","new","20.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PPATPA22","https://dl.dropboxusercontent.com/scl/fi/oxwn3xmetcf6c2fu180on/TK261.jpg?rlkey=udnpfzo4uq5i9plwjrcyokerl&st=t0bwkukg&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PANGPE14","peluche angela y stich pequeños cabezones 14cm","peluche angela pequeña","in stock","new","16.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PANGPE14","https://dl.dropboxusercontent.com/scl/fi/p32299wc5e9a6oxmrajw2/PANGPE14.jpg?rlkey=wipgd7xvq98aakg8hdtcind2v&st=nzyklco9&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PKICOR22","peluche hello kitty vestido con corazon 22cm","peluche hello kitty con corazon rojo vestido rosa y lila","in stock","new","22.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PKICOR22","https://dl.dropboxusercontent.com/scl/fi/9zwiw1se9xpsboy6kbkhn/PKICOR22.jpg?rlkey=35pedrsbr1esysnaufd9ogh31&st=cjr9qvq7&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PPOLMO25","peluche pollito con morral 25cm","peluche pollo con su carterita","in stock","new","22.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PPOLMO25","https://dl.dropboxusercontent.com/scl/fi/mo8ybox2dijwie2w67xsr/PPOLMO25.jpg?rlkey=x2uyxeexi3vvrqfc6rswttcyo&st=g1bkn6hx&raw=1","Wooly Imports","Toys & Games > Toys > Dolls, Playsets & Toy Figures"
"PA1205CO","Papel coreano con bordes decorativos x 20 unidades","flores, envoltura floral, papel para ramos, decoración bouquet, elegante","in stock","new","9.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA1205CO","https://dl.dropboxusercontent.com/scl/fi/4xevijj2ceupns4c62u5d/PA1205CO.jpg?rlkey=o53gspmpdtjifd3zz0jpw5p78&st=pl305mgl&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"6925-6157","Papel coreano con bordes dorados x 20 unidades","bordes dorados, premium, elegante, envoltura flores, lujo","in stock","new","9.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=6925-6157","https://dl.dropboxusercontent.com/scl/fi/6mtsh15n2yh0ws4hq2pba/6925100606157.jpg?rlkey=axb4z7y7797bzbvet5t45llak&st=fjl9ovbq&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA1206CO","Papel coreano con flores amarillas x 20 unidades","flores amarillas, envoltura floral, decoración ramo, primavera","in stock","new","8.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA1206CO","https://dl.dropboxusercontent.com/scl/fi/8edhbnvat51u90oxk00fo/PA1206CO.jpg?rlkey=tkf8z72gyjpt1tx79dra5uhbw&st=91ngavuy&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"6925-6256","Papel coreano con margaritas x 20 unidades","margaritas, flores decorativas, ramo bonito, estilo floral","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=6925-6256","https://dl.dropboxusercontent.com/scl/fi/8p9jsfu91yjxjbg97gt7n/6925100606256.jpg?rlkey=lpfg8rzj54j62y2i7v10j695e&st=an1jdetf&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"6925-5013","Papel coreano Stitch y Ángel x 20 unidades","Stitch, Ángel, Disney, kawaii, envoltura regalo","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=6925-5013","https://dl.dropboxusercontent.com/scl/fi/q63hkpyjrpnlnqnd5np8c/20260228_163519.jpg?rlkey=d67kkh5y8wm3xs1jn3phmm1j0&st=imzr0z4l&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"CA5205ENV","Papel coreano con rosas x 20 unidades","rosas, romántico, ramo elegante, flores regalo","in stock","new","5.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CA5205ENV","https://dl.dropboxusercontent.com/scl/fi/1wbm9g5ixyy1ueggmg0r4/20260228_163942.jpg?rlkey=kbfj3ie2mya5oj1u7l5egl8u5&st=13w12xft&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"8241-2153","Papel coreano Hello Kitty x 20 unidades","Hello Kitty, kawaii, Sanrio, decoración regalo","in stock","new","7.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=8241-2153","https://dl.dropboxusercontent.com/scl/fi/bfz7nti08h2p1ic4dkykm/20260228_164133.jpg?rlkey=16d3elhipyiopznweytv1qm89&st=mx6203my&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"6925-5020","Papel coreano Stitch hawaiano x 20 unidades","Stitch, tropical, Disney, kawaii, decoración floral","in stock","new","12.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=6925-5020","https://dl.dropboxusercontent.com/scl/fi/o2bmd1ijq0657mirl5ecr/20260228_164710.jpg?rlkey=568fbfmpmxh2698yqi2vaenhu&st=gjgaielj&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"CA5118ENV","Papel coreano transparente con bordes de color x 20 unidades","transparente, elegante, bouquet premium, decoración flores","in stock","new","8.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CA5118ENV","https://dl.dropboxusercontent.com/scl/fi/0bgd3uw7q6xgom2s1d23g/20260228_164828.jpg?rlkey=4uq8gwxqmt50c71qsygjf7110&st=sh70hx96&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"6925-6270","Papel coreano degradado Mate x 20 unidades","degradado, moderno, elegante, decoración floral","in stock","new","6.90 PEN","https://www.woolyimports.com/catalogo/producto.html?id=6925-6270","https://dl.dropboxusercontent.com/scl/fi/h873eiw82km8t5hy9bllm/20260228_165227.jpg?rlkey=cpcvk8lie87iy84etcniwmrsp&st=10e4bsc2&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA1183CO","Papel coreano dorado x 20 unidades","dorado, premium, elegante, lujo, bouquet flores","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA1183CO","https://dl.dropboxusercontent.com/scl/fi/d2r50eoxs7qage9e01srq/20260228_170722.jpg?rlkey=7trbs55udqqiow210jmbjwbgx&st=hebm5zym&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"6925-5026","Papel coreano con bordes blancos x 20 unidades","minimalista, elegante, decoración floral, moderno","in stock","new","6.90 PEN","https://www.woolyimports.com/catalogo/producto.html?id=6925-5026","https://dl.dropboxusercontent.com/scl/fi/yrx88gxbw2jl53tyhdm3e/20260228_173345.jpg?rlkey=vnjb54a0r1eu7vqe008e0rhdh&st=1p0ar5lr&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"00PA1058CO","Papel coreano con mariposas x 20 unidades","mariposas, delicado, elegante, decoración flores","in stock","new","7.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=00PA1058CO","https://dl.dropboxusercontent.com/scl/fi/25x9k4s9x9knwyzsbglkv/20260228_153915.jpg?rlkey=c3fej6fefo30yerobsa1ke1jz&st=k1wuw6tb&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"CORLOVE328","Papel coreano Love x 20 unidades","amor, romántico, San Valentín, regalo bonito","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=CORLOVE328","https://dl.dropboxusercontent.com/scl/fi/d1d6bsftlw9972gm4l3oh/20260228_164936.jpg?rlkey=rzohe7e5rm485833zo0mvnobb&st=eqh8vbyg&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"5908-4033","Papel coreano Hello Kitty fresita x 20 unidades","Hello Kitty, fresita, kawaii, Sanrio, regalo bonito","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=5908-4033","https://dl.dropboxusercontent.com/scl/fi/yg9sujb3tsk4c5io6uxac/20260125_153941.jpg?rlkey=mmlnd9gg16i7zehtmuhffxlea&st=khe3jxlf&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"pa1026coro","Papel coreano con corazón x 20 unidades","corazón, romántico, regalo amor, San Valentín","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=pa1026coro","https://dl.dropboxusercontent.com/scl/fi/51xlqiyrvez8cpdo593k2/20260228_173126.jpg?rlkey=qpnw5sfch8zyxz3dgaaphtawu&st=zhpd79jn&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PaLu2m7Q","Papel leche x 20 pliegos","papel bouquet, envoltura flores, decoración floral","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PaLu2m7Q","https://dl.dropboxusercontent.com/scl/fi/zw2yqpa52o2d0dxzh1ujx/20260228_175614.jpg?rlkey=jhst4se0muuicv1oi1vlgwkyp&st=sq5l5vpd&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"pa1066co","Papel coreano doble cara x 20 unidades","doble cara, premium, bouquet elegante, envoltura regalo","in stock","new","10.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=pa1066co","https://dl.dropboxusercontent.com/scl/fi/nqzzii831rulze7jlmykg/20260228_174244.jpg?rlkey=bygisp2lnb05us6qynqi1i9xx&st=jqcrlb81&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA1064CO","Papel coreano encaje de rosas x 20 unidades","rosas, elegante, romántico, decoración floral","in stock","new","7.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA1064CO","https://dl.dropboxusercontent.com/scl/fi/lxpdrb9e7h26ouqwrokkq/PA1064CO.jpeg?rlkey=7ctgvcu7j1xra8586hy56c7q3&st=5ziwv12s&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"6925-6158","Papel coreano con bordes dorados hombre","bordes dorados, premium, elegante, envoltura flores, lujo","in stock","new","9.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=6925-6158","https://dl.dropboxusercontent.com/scl/fi/z2jr7qrkx0vwnp01vj769/6925100606158.jpg?rlkey=n1o7jk6c9de53tkvgsfq0fieg&st=5p0e2l2h&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2003CO","Papel Panal de abeja x Rollo","Panel de abajo, envoltura de flores","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2003CO","https://dl.dropboxusercontent.com/scl/fi/mcf5e3mz4ug90zkbnfwhz/PAPEL-26-1.jpg?rlkey=fy5oefqlhitjmfbtrqwz7ztps&st=mggufqk5&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2005CO","Papel Decorativo Artistico","bouquet para flores, envoltura regalo, decoracion floral","in stock","new","12.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2005CO","https://dl.dropboxusercontent.com/scl/fi/jms7qh56v0va8udjk250o/PAPEL-16.jpg?rlkey=3isskzw922bywbvonv4ivw4s2&st=gkq8oh7q&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2006CO","Papel coreano transparente con Mariposa","vinate, papel bouquet, envoltura flores, decoración floral","in stock","new","8.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2006CO","https://dl.dropboxusercontent.com/scl/fi/b09n8bl8d2msg7mljzs35/PAPEL-24.jpg?rlkey=ny4g049r7smrddyj8cl7uks65&st=u8hdt6o9&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2007CO","Papel coreano Mini Corazones y trasparente","transparente, vintage, elegante, bouquet premium, decoración flores","in stock","new","12.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2007CO","https://dl.dropboxusercontent.com/scl/fi/8pkd7ep33t7oqoz5tttoq/PA2007CO.jpg?rlkey=w4nie1xjw5wyo0if5uaqoingq&st=vv7fe582&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2008CO","Papel coreano con bordes y lineas doradas","elegante, dorado, regalo especial, lujo","in stock","new","8.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2008CO","https://dl.dropboxusercontent.com/scl/fi/h4d6lxa64u6xodu450vfx/PAPEL-21.jpg?rlkey=92plwlw34lb01uvmw1ui4arl9&st=oz5soqen&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2009CO","Papel coreano escarchado","decoracion flores, envoltorio, brillante","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2009CO","https://dl.dropboxusercontent.com/scl/fi/6xabyfqbtpxcnf9u8g8ql/PAPEL-19.jpg?rlkey=3mb9lsagg3p6kd30nf43fz2c7&st=yelloj95&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2010CO","Papel para Centro Ramo Flores c/n dorado","rosas, elagante, romantico, decoracion para ramo, dorado","in stock","new","12.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2010CO","https://dl.dropboxusercontent.com/scl/fi/5l88eogx1hdphmrxre3zu/PAPEL-17.jpg?rlkey=8mcvh7ocw2z7hfce03kxrx6us&st=j9bef32e&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2011CO","Papel para Centro Ramo c/n borde con encaje","bouquet para flores, elagante, romantico","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2011CO","https://dl.dropboxusercontent.com/scl/fi/drzvx625u53woe31com5z/PAPEL-15-1.jpg?rlkey=62pyw1y4jxb2zx1lp8c1ktu1k&st=pqvin4n0&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2015CO","Papel para Centro Ramo con Mariposas c/n Bordes","envoltura para flores, centro de ramo, bouquet, romantico, elegante","in stock","new","9.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2015CO","https://dl.dropboxusercontent.com/scl/fi/ktcsrdkq7txs8x1372z51/PAPEL-11.jpg?rlkey=4l1dfqja3fx3k919gm428hpk5&st=rz2z51v5&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
"PA2017CO","Papel Coreano Periodico","papel envoltura, arreglos flores, vintage","in stock","new","15.00 PEN","https://www.woolyimports.com/catalogo/producto.html?id=PA2017CO","https://dl.dropboxusercontent.com/scl/fi/3zaiy96ivo04tt7g5nkmn/PAPEL-9.jpg?rlkey=b53hwl2li13g7sz5qxhr0hm1d&st=gvews3fe&raw=1","Wooly Imports","Arts & Entertainment > Party & Celebration"
